src_code,src_content,dst_code,dst_content
French,백설공주가 닐곱 살이 되엿슬 때에는 엇더케 그러케 어엽브게 잘생겻는지 한울 우의 해ㅅ님과 가티 잘생겨서 왕비보다는 훨신훨신 더 어엽벗슴니다. 어느 날 왕비는 역시 거울 압헤 가서 『거울아 거울아 정직한 거울 이 세상에서 누구가 뎨일 어엽브냐』 하고 물엇슴니다. 그러닛가 이번에는 거울이 『당신이 참 정말 어엽븜니다 백설의 공주는 더 어엽븜니다』 하엿슴니다. 자- 왕비는 고만 그 소리를 듯고 가슴이 덜컥 하고 놀라서 성은 성대로 나고 화는 화대로 나서 얼골빗이 푸르락 붉으락해지며 엇지할 줄을 몰랏슴니다,Arabic,"عِنْدَما بَلغَت الأميرةُ سنو وايتُ سنّ السابعة، ازدادت جمالاً ورقّة كأشْعَّةِ الشَّمْسِ المُضِيئَةِ، فَلَمْ تَسْتَطِعِ المَلِكَةُ مُظاهات حُسنها. وَذَات يومٍ، وَقَفَتْ الملكةُ أمَامَ الْمِرَآةِ وخاطبتها مُبَاشرَةً، طَارحَةً عليها السؤال الأَهْمَّ، ""أيُّتهَا المرآةُ الصَّادِقةُ، مَنْ هِيَ الْأَجْمَلُ فِي الْعَالَمِ؟"" فَأَجَابَتِ المِرْآةُ: ""أنْتِ يا مَلِكَتِي، وَلَكِنَّ الأميرة سنو وايت أَجْمَلُ مِنْكِ"". حَيْنَهَا، انْزعجتِ الملكةُ وَاسودَّ وجهُها مِنَ شِدَّة الْغَضَبِ، وتملّكها الغَيظُ لدَرَجَةِ عَدَمِ تَمَكُّنِهَا مِنَ الْتَصَرُّفِ بِالتّصرف الْمُنَاسَبِ."
French,백설공주가 닐곱 살이 되엿슬 때에는 엇더케 그러케 어엽브게 잘생겻는지 한울 우의 해ㅅ님과 가티 잘생겨서 왕비보다는 훨신훨신 더 어엽벗슴니다. 어느 날 왕비는 역시 거울 압헤 가서 『거울아 거울아 정직한 거울 이 세상에서 누구가 뎨일 어엽브냐』 하고 물엇슴니다. 그러닛가 이번에는 거울이 『당신이 참 정말 어엽븜니다 백설의 공주는 더 어엽븜니다』 하엿슴니다. 자- 왕비는 고만 그 소리를 듯고 가슴이 덜컥 하고 놀라서 성은 성대로 나고 화는 화대로 나서 얼골빗이 푸르락 붉으락해지며 엇지할 줄을 몰랏슴니다,Chinese (Simplified),白雪公主七岁时，她的容貌变得美如天使，甚至比王后更美丽。有一天，王后走到魔镜前面问道，“魔镜魔镜，谁是世界上最美的女人？”魔镜这一次却回答说，“我的王后，你是这里最美丽的。但白雪公主比你更美丽一千倍。”王后听了心里很震惊，内心充满了嫉妒，她的脸因为生气变得又绿又黄。
French,백설공주가 닐곱 살이 되엿슬 때에는 엇더케 그러케 어엽브게 잘생겻는지 한울 우의 해ㅅ님과 가티 잘생겨서 왕비보다는 훨신훨신 더 어엽벗슴니다. 어느 날 왕비는 역시 거울 압헤 가서 『거울아 거울아 정직한 거울 이 세상에서 누구가 뎨일 어엽브냐』 하고 물엇슴니다. 그러닛가 이번에는 거울이 『당신이 참 정말 어엽븜니다 백설의 공주는 더 어엽븜니다』 하엿슴니다. 자- 왕비는 고만 그 소리를 듯고 가슴이 덜컥 하고 놀라서 성은 성대로 나고 화는 화대로 나서 얼골빗이 푸르락 붉으락해지며 엇지할 줄을 몰랏슴니다,English,"By the age of seven, Princess Snow White became so fair like the sun in the sky that the queen could not compete with her. One day, the queen stood before and asked the mirror, ""Mirror, Mirror, the honest Mirror, who's the most beautiful one in the world?"" The mirror answered, ""You are, my queen. But Princess Snow White is more beautiful than you."" There, shocked by it, the queen turned purple with rage and got so angry that she didn't know how to react."
French,백설공주가 닐곱 살이 되엿슬 때에는 엇더케 그러케 어엽브게 잘생겻는지 한울 우의 해ㅅ님과 가티 잘생겨서 왕비보다는 훨신훨신 더 어엽벗슴니다. 어느 날 왕비는 역시 거울 압헤 가서 『거울아 거울아 정직한 거울 이 세상에서 누구가 뎨일 어엽브냐』 하고 물엇슴니다. 그러닛가 이번에는 거울이 『당신이 참 정말 어엽븜니다 백설의 공주는 더 어엽븜니다』 하엿슴니다. 자- 왕비는 고만 그 소리를 듯고 가슴이 덜컥 하고 놀라서 성은 성대로 나고 화는 화대로 나서 얼골빗이 푸르락 붉으락해지며 엇지할 줄을 몰랏슴니다,Indonesian,"Ketika Putri Salju berusia tujuh tahun, entah bagaimana dia bisa terlihat begitu cantik seperti matahari di langit, jauh lebih cantik dari sang ratu. Suatu hari, sang ratu berdiri di depan cermin dan bertanya, ""Cermin, cermin, cermin yang jujur, siapakah yang tercantik di dunia?"" Kali ini, cermin berkata, ""Kamu benar-benar cantik. Tapi Putri Salju lebih cantik."" Ketika sang ratu mendengar jawaban tersebut, jantungnya melonjak. Suaranya meninggi dan amarahnya memuncak karena terkejut. Wajahnya semakin memerah dan dia tidak tahu harus berbuat apa."
French,백설공주가 닐곱 살이 되엿슬 때에는 엇더케 그러케 어엽브게 잘생겻는지 한울 우의 해ㅅ님과 가티 잘생겨서 왕비보다는 훨신훨신 더 어엽벗슴니다. 어느 날 왕비는 역시 거울 압헤 가서 『거울아 거울아 정직한 거울 이 세상에서 누구가 뎨일 어엽브냐』 하고 물엇슴니다. 그러닛가 이번에는 거울이 『당신이 참 정말 어엽븜니다 백설의 공주는 더 어엽븜니다』 하엿슴니다. 자- 왕비는 고만 그 소리를 듯고 가슴이 덜컥 하고 놀라서 성은 성대로 나고 화는 화대로 나서 얼골빗이 푸르락 붉으락해지며 엇지할 줄을 몰랏슴니다,Japanese,白雪姫が七歳になった時にはどれほど可愛く美しくかったか、空の上のお日様のように美しく、王妃よりもはるかに綺麗でした。ある日、王妃はいつものように鏡の前に立ち、「鏡よ鏡よ正直な鏡よ、この世で最も美しいのは誰だい？」と尋ねました。すると今度は鏡が「あなたは本当に美しいです。しかし、白雪姫はそれよりももっと美しいですよ。」と答えました。そして、その答えを聞いた王妃は、胸がガタガタと震わせて驚き、非常に憤慨して顔は真っ赤になり、居ても立っても居られませんでした。
French,백설공주가 닐곱 살이 되엿슬 때에는 엇더케 그러케 어엽브게 잘생겻는지 한울 우의 해ㅅ님과 가티 잘생겨서 왕비보다는 훨신훨신 더 어엽벗슴니다. 어느 날 왕비는 역시 거울 압헤 가서 『거울아 거울아 정직한 거울 이 세상에서 누구가 뎨일 어엽브냐』 하고 물엇슴니다. 그러닛가 이번에는 거울이 『당신이 참 정말 어엽븜니다 백설의 공주는 더 어엽븜니다』 하엿슴니다. 자- 왕비는 고만 그 소리를 듯고 가슴이 덜컥 하고 놀라서 성은 성대로 나고 화는 화대로 나서 얼골빗이 푸르락 붉으락해지며 엇지할 줄을 몰랏슴니다,Spanish,"A los siete años, la princesa Blancanieves se volvió tan bella como el sol del cielo que la reina no pudo competir con ella. Un día, la reina se paró frente al espejo y le preguntó: «Espejito, Espejito, Espejito sincero ¿quién es la más bella en todo el mundo?». El espejo respondió: «Usted, mi reina. Pero la princesa Blancanieves es más hermosa que usted». Por la conmoción, la reina se puso roja de furia y se enojó tanto que no supo cómo reaccionar."
French,"새와 가티 ᄭᅩᆺ과 가티 앵도 가튼 어린 입슐로,  텬진란만하게 부르는 노래,  그것은 고대로 자연의 소리이며,  고대로 한울의 소리입니다 비닭이와 가티 톡기와 가티 부들어운 머리를 바람에 날리면서 ᄯᅱ노는 모양, 고대로가 자연의 자태이고 고대로가 한울의 그림자입니다.  거긔에는 어른들과 가튼 욕심도 잇지 아니하고 욕심스런 계획도 잇지 아니합니다.  죄 업고 허물업는 평화롭고 자유로운 한울나라!  그것은 우리의 어린이의 나라입니다.",Korean,"새와 같이 꽃과 같이 앵두 같은 어린 입술로, 천진난만하게 부르는 노래, 그것은 그대로 자연의 소리이며, 그대로 하늘의 소리입니다. 비둘기와 같이 토끼와 같이 부드러운 머리를 바람에 날리면서 뛰노는 모양, 그대로가 자연의 자태이고 그대로가 하늘의 그림자입니다. 거기에는 어른들과 같은 욕심도 있지 아니하고 욕심스러운 계획도 있지 아니합니다. 죄 없고 허물없는 평화롭고 자유로운 하늘나라! 그것은 우리의 어린이의 나라입니다."
French,"새와 가티 ᄭᅩᆺ과 가티 앵도 가튼 어린 입슐로,  텬진란만하게 부르는 노래,  그것은 고대로 자연의 소리이며,  고대로 한울의 소리입니다 비닭이와 가티 톡기와 가티 부들어운 머리를 바람에 날리면서 ᄯᅱ노는 모양, 고대로가 자연의 자태이고 고대로가 한울의 그림자입니다.  거긔에는 어른들과 가튼 욕심도 잇지 아니하고 욕심스런 계획도 잇지 아니합니다.  죄 업고 허물업는 평화롭고 자유로운 한울나라!  그것은 우리의 어린이의 나라입니다.",Arabic,مثل زقزقة العصافير والزهور المتفتّحة، تُغنَّى بصوت البراءة، أغنية يردّدها الأطفال بحناجرهم الصغيرة وبأصواتهم الدافئة كما أصوات الجنّة، مُحاكين صوت الطبيعة. كما الحمام الأبيض والأرانب الراكضة، تتناثر خصلات شعرهم ملامسةً النسيم العليل. لا تحمل أَفْئِدَتهم الصغيرة جشعا ولا كِبر. قلوبهم الصافية الحالمة، موطن الحرية والسلام! إنّه حقا عالم الأطفال السعيد.
French,"새와 가티 ᄭᅩᆺ과 가티 앵도 가튼 어린 입슐로,  텬진란만하게 부르는 노래,  그것은 고대로 자연의 소리이며,  고대로 한울의 소리입니다 비닭이와 가티 톡기와 가티 부들어운 머리를 바람에 날리면서 ᄯᅱ노는 모양, 고대로가 자연의 자태이고 고대로가 한울의 그림자입니다.  거긔에는 어른들과 가튼 욕심도 잇지 아니하고 욕심스런 계획도 잇지 아니합니다.  죄 업고 허물업는 평화롭고 자유로운 한울나라!  그것은 우리의 어린이의 나라입니다.",Chinese (Simplified),像鸟、像花、像樱桃一样娇嫩的口中，唱出天真烂漫的歌声，那歌声就是自然的声音，就是天空的声音。像白鸽、像兔子一样柔软的头发随风飘动，那样子就是自然的姿态，就是天空的影子。那里没有大人的贪婪，也没有充满野心的算计。没有罪恶、没有隔阂、充满自由与和平的天堂！那就是我们的儿童之国。
French,"새와 가티 ᄭᅩᆺ과 가티 앵도 가튼 어린 입슐로,  텬진란만하게 부르는 노래,  그것은 고대로 자연의 소리이며,  고대로 한울의 소리입니다 비닭이와 가티 톡기와 가티 부들어운 머리를 바람에 날리면서 ᄯᅱ노는 모양, 고대로가 자연의 자태이고 고대로가 한울의 그림자입니다.  거긔에는 어른들과 가튼 욕심도 잇지 아니하고 욕심스런 계획도 잇지 아니합니다.  죄 업고 허물업는 평화롭고 자유로운 한울나라!  그것은 우리의 어린이의 나라입니다.",English,"A song children sing with their beautiful young voices like birds and flowers, that is the sound of nature and is the voice of heaven. Children running and playing around with their hair blowing in the breeze, just like doves and rabbits, they are the genuine shapes of nature and shadows of heaven. No greed like adults, no cunning plans are there. Kingdom of heaven where everyone is innocent, flawless, peaceful, and free! That is truly the happy world of children."
French,"새와 가티 ᄭᅩᆺ과 가티 앵도 가튼 어린 입슐로,  텬진란만하게 부르는 노래,  그것은 고대로 자연의 소리이며,  고대로 한울의 소리입니다 비닭이와 가티 톡기와 가티 부들어운 머리를 바람에 날리면서 ᄯᅱ노는 모양, 고대로가 자연의 자태이고 고대로가 한울의 그림자입니다.  거긔에는 어른들과 가튼 욕심도 잇지 아니하고 욕심스런 계획도 잇지 아니합니다.  죄 업고 허물업는 평화롭고 자유로운 한울나라!  그것은 우리의 어린이의 나라입니다.",Indonesian,Lagu yang dinyanyikan dengan lugu dengan bibir muda seperti ceri bersama burung dan bunga adalah suara alam dan suara langit. Rambut lembut mereka berkibar tertiup angin saat berlarian seperti merpati dan kelinci. Mereka adalah alam dan bayangan langit. Tak ada keserakahan seperti orang dewasa dan bahkan tidak ada rencana yang serakah. Surga yang damai dan bebas tanpa dosa dan rasa bersalah! Itulah negara anak-anak kita.
French,"새와 가티 ᄭᅩᆺ과 가티 앵도 가튼 어린 입슐로,  텬진란만하게 부르는 노래,  그것은 고대로 자연의 소리이며,  고대로 한울의 소리입니다 비닭이와 가티 톡기와 가티 부들어운 머리를 바람에 날리면서 ᄯᅱ노는 모양, 고대로가 자연의 자태이고 고대로가 한울의 그림자입니다.  거긔에는 어른들과 가튼 욕심도 잇지 아니하고 욕심스런 계획도 잇지 아니합니다.  죄 업고 허물업는 평화롭고 자유로운 한울나라!  그것은 우리의 어린이의 나라입니다.",Japanese,鳥のように、花のように、サクランボのような幼い唇で、天真爛漫に歌う歌。それはそのままの自然の音色であり、そのまま天の声なのです。鳩のように、兎のように、柔らかい髪の毛を風に吹かれながら走り回る姿、それはそのままが自然の姿で、そのままが天の影なのです。そこには大人のような欲もなく、欲深い計画もありません。罪なく、気の置けない平和で自由な天の国！それは私たちのこどもの国なのです。
French,"새와 가티 ᄭᅩᆺ과 가티 앵도 가튼 어린 입슐로,  텬진란만하게 부르는 노래,  그것은 고대로 자연의 소리이며,  고대로 한울의 소리입니다 비닭이와 가티 톡기와 가티 부들어운 머리를 바람에 날리면서 ᄯᅱ노는 모양, 고대로가 자연의 자태이고 고대로가 한울의 그림자입니다.  거긔에는 어른들과 가튼 욕심도 잇지 아니하고 욕심스런 계획도 잇지 아니합니다.  죄 업고 허물업는 평화롭고 자유로운 한울나라!  그것은 우리의 어린이의 나라입니다.",Spanish,"Una canción que los niños cantan con sus bellas voces jóvenes como aves y flores, ese es el sonido de la naturaleza y esa es la voz del cielo. Niños que corren y juegan con el cabello volando en la brisa, como palomas y conejos, ellos son las formas auténticas de la naturaleza y las sombras del cielo. Sin avaricia como los adultos, sin planes arteros. ¡El reino del cielo donde todos son inocentes, perfectos, tranquilos y libres! Ese es el verdadero mundo feliz de los niños."
French,어린 사람의 해방운동이 단톄뎍으로 五百여 처에 니러나고 어린 사람의 생명 량식이 수십 가지 잡지로 뒤니어 나와서 어린이의 살림이 커지고 ᄯᅩ 넓어젓슴니다.  아아 거륵한 긔렴의 날 五月 초하로! 기우러진 됴선에 새싹이 돗기 시작한 날이 이날이요 성명도 업든 됴선의 어린이들이 새로운 생명을 엇은 날이 이날임니다.,English,"The campaigns for the young have been brought up in more than five hundred places, and numerous magazines for children to read have followed, helping them to grow even more. Ah, the first day of May, what a holy day to remember! It's the day of new sprouts in decaying Korea and the day of new life in children without names in Korea."
French,어린 사람의 해방운동이 단톄뎍으로 五百여 처에 니러나고 어린 사람의 생명 량식이 수십 가지 잡지로 뒤니어 나와서 어린이의 살림이 커지고 ᄯᅩ 넓어젓슴니다.  아아 거륵한 긔렴의 날 五月 초하로! 기우러진 됴선에 새싹이 돗기 시작한 날이 이날이요 성명도 업든 됴선의 어린이들이 새로운 생명을 엇은 날이 이날임니다.,Korean,어린이 운동이 단체적으로 오백여 곳에서 일어나고 어린 사람의 생명 양식이 수십 가지 잡지로 뒤이어 나와서 어린이의 살림이 커지고 또 넓어졌습니다. 아아 거룩한 기념의 날 오월 초하루! 기울어진 조선에 새싹이 돋기 시작한 날이 이날이요 성명도 없던 조선의 어린이들이 새로운 생명을 얻은 날이 이날입니다.
French,어린 사람의 해방운동이 단톄뎍으로 五百여 처에 니러나고 어린 사람의 생명 량식이 수십 가지 잡지로 뒤니어 나와서 어린이의 살림이 커지고 ᄯᅩ 넓어젓슴니다.  아아 거륵한 긔렴의 날 五月 초하로! 기우러진 됴선에 새싹이 돗기 시작한 날이 이날이요 성명도 업든 됴선의 어린이들이 새로운 생명을 엇은 날이 이날임니다.,Arabic,قد تم طرح حملات تحريرية للشباب في أكثر من خمسمائة مكان، وتلى ذلك العديد من المجلات المخصصة للأطفال من أجل قراءتها، مما ساعدهم على النضوج أكثر. اليوم الأول من شهر مايو، ياله من يوم مقدس يُحتفى به! إنه يومٌ تفتّحت فيه البراعم المنبثقة في كوريا الطموحة، إنّه يوم لحياة أطفال لا أسماء لهم.
French,어린 사람의 해방운동이 단톄뎍으로 五百여 처에 니러나고 어린 사람의 생명 량식이 수십 가지 잡지로 뒤니어 나와서 어린이의 살림이 커지고 ᄯᅩ 넓어젓슴니다.  아아 거륵한 긔렴의 날 五月 초하로! 기우러진 됴선에 새싹이 돗기 시작한 날이 이날이요 성명도 업든 됴선의 어린이들이 새로운 생명을 엇은 날이 이날임니다.,Chinese (Simplified),年幼者运动在五百多个地方一起爆发，作为年幼者的生命食粮，接连刊发了几十种杂志，儿童的生活也随之变得越发广阔。啊啊，神圣的纪念日五月初一！今天是倾倒的朝鲜开始萌出新芽的日子，曾经连姓名都没有的朝鲜儿童在今天获得了新生。
French,어린 사람의 해방운동이 단톄뎍으로 五百여 처에 니러나고 어린 사람의 생명 량식이 수십 가지 잡지로 뒤니어 나와서 어린이의 살림이 커지고 ᄯᅩ 넓어젓슴니다.  아아 거륵한 긔렴의 날 五月 초하로! 기우러진 됴선에 새싹이 돗기 시작한 날이 이날이요 성명도 업든 됴선의 어린이들이 새로운 생명을 엇은 날이 이날임니다.,Indonesian,"Gerakan pembebasan anak terjadi secara kolektif di lebih dari 500 lokasi dan pola hidup anak diikuti oleh puluhan majalah sehingga kehidupan anak tumbuh dan berkembang. Ah, hari peringatan yang suci, hari pertama di bulan Mei! Pada hari inilah tunas baru mulai bertumbuhan di Joseon yang terjungkir dan pada hari inilah anak-anak Joseon yang tidak memiliki nama memperoleh kehidupan baru."
French,어린 사람의 해방운동이 단톄뎍으로 五百여 처에 니러나고 어린 사람의 생명 량식이 수십 가지 잡지로 뒤니어 나와서 어린이의 살림이 커지고 ᄯᅩ 넓어젓슴니다.  아아 거륵한 긔렴의 날 五月 초하로! 기우러진 됴선에 새싹이 돗기 시작한 날이 이날이요 성명도 업든 됴선의 어린이들이 새로운 생명을 엇은 날이 이날임니다.,Japanese,幼い人の解放運動が団体を成して五百カ所余りで起こり、幼い人の生命の糧が数十種類の雑誌で語られたことで、こどもたちの世界が大きくなり、また広くなりました。 ああ、聖なる記念すべき日、五月一日！国勢が傾いていた朝鮮に新芽が芽吹き始めた日がこの日であり、名もなき朝鮮のこどもたちが新しい命を得た日がこの日なのです。
French,어린 사람의 해방운동이 단톄뎍으로 五百여 처에 니러나고 어린 사람의 생명 량식이 수십 가지 잡지로 뒤니어 나와서 어린이의 살림이 커지고 ᄯᅩ 넓어젓슴니다.  아아 거륵한 긔렴의 날 五月 초하로! 기우러진 됴선에 새싹이 돗기 시작한 날이 이날이요 성명도 업든 됴선의 어린이들이 새로운 생명을 엇은 날이 이날임니다.,Spanish,"Se realizaron campañas de liberación de los jóvenes en más de quinientos lugares, y les siguieron numerosas revistas para que lean los niños, ayudándolos a crecer aún más. ¡Ah, el primer día de mayo, qué día sagrado para recordar! Es el día de los nuevos brotes en la decadente Corea y el día de la nueva vida de los niños sin nombre de Corea."
French,어린이를 닑을 때의 늣김,Korean,어린이를 읽을 때의 느낌
French,어린이를 닑을 때의 늣김,Arabic,الانطباع المخلّف عن قراءة آورينالأطفال
French,어린이를 닑을 때의 늣김,Chinese (Simplified),读《儿童》所感
French,어린이를 닑을 때의 늣김,English,Impression from Reading EoriniChildren
French,어린이를 닑을 때의 늣김,Indonesian,Perasaan saat Membaca Anak-Anak
French,어린이를 닑을 때의 늣김,Japanese,こどもを読むときの気持ち
French,어린이를 닑을 때의 늣김,Spanish,Impresión al leer EoriniNiños
French,여보시오 게 가는 불 켜는 이어 고닯흔 그 길을 외로워 마시요 외로이 가시는 불 켜는 이어 이 몸은 당신의 동무임니다,Korean,"여보시오, 거기 가는 불 켜는 이여 고달픈 그 길을 외로워 마시오 외로이 가시는 불 켜는 이여 이 몸은 당신의 동무입니다"
French,여보시오 게 가는 불 켜는 이어 고닯흔 그 길을 외로워 마시요 외로이 가시는 불 켜는 이어 이 몸은 당신의 동무임니다,Arabic,يا مُنير الفوانيس، سأكون رفيقك، فلا تدع الوحدة تُخالجُك وأنت تسير لتمحوَ عُتمة هذا الدّرب المُرهِق
French,여보시오 게 가는 불 켜는 이어 고닯흔 그 길을 외로워 마시요 외로이 가시는 불 켜는 이어 이 몸은 당신의 동무임니다,Chinese (Simplified),路过的点灯人啊，不要孤独地走在那条路上。孤独的点灯人啊，我是你的同志。
French,여보시오 게 가는 불 켜는 이어 고닯흔 그 길을 외로워 마시요 외로이 가시는 불 켜는 이어 이 몸은 당신의 동무임니다,English,"Lamplighter, do not feel lonely while walking to light up on this weary path, a lonely lamplighter, I will be your friend"
French,여보시오 게 가는 불 켜는 이어 고닯흔 그 길을 외로워 마시요 외로이 가시는 불 켜는 이어 이 몸은 당신의 동무임니다,Indonesian,"Wahai penyala cahaya yang pergi ke sana, janganlah kesepian di jalan yang menyulitkan. Wahai penyala cahaya yang sendiri, tubuh ini adalah kawanmu."
French,여보시오 게 가는 불 켜는 이어 고닯흔 그 길을 외로워 마시요 외로이 가시는 불 켜는 이어 이 몸은 당신의 동무임니다,Japanese,さあ、そこ行く明かりを灯す人よ、苦しいその道を寂しがらないで。孤独な明かりを灯す人よ、この身はあなたの仲間です。
French,여보시오 게 가는 불 켜는 이어 고닯흔 그 길을 외로워 마시요 외로이 가시는 불 켜는 이어 이 몸은 당신의 동무임니다,Spanish,"Farolero, no te sientas solo cuando camines para encender los faroles de este camino agotado, farolero solitario, yo seré tu amigo"
French,우리 조선 사람이 세게에 자랑할 것이 만흔 가운데에도 더욱 글 자랑 가튼 것은 우리가 자랑하기 전에 외국 사람이 먼저 항복하는 것임니다. 그리하야 엇던 외국 사람은 『이 세게의 二百여 가지 글 중에 조선글갓치 아름답고 편리하게 된 것은 다시업다』고ᄭᅡ지 말한 일이 잇슴니다.  우리 조선글은 이럿게 세게의 읏듬되는 가장 조흔 글을 가젓스니 이 얼마나 자랑스러운 일이겟슴닛가?,Korean,우리 조선 사람이 세계에 자랑할 것이 많은 가운데에도 더욱 글 자랑 같은 것은 우리가 자랑하기 전에 외국 사람이 먼저 항복하는 것입니다. 그리하여 어떤 외국 사람은 『이 세계의 이백여 가지 글 중에 한글같이 아름답고 편리하게 된 것은 다시없다』고까지 말한 일이 있습니다. 우리는 이렇게 세계의 으뜸되는 가장 좋은 글을 가졌으니 이 얼마나 자랑스러운 일이겠습니까?
French,우리 조선 사람이 세게에 자랑할 것이 만흔 가운데에도 더욱 글 자랑 가튼 것은 우리가 자랑하기 전에 외국 사람이 먼저 항복하는 것임니다. 그리하야 엇던 외국 사람은 『이 세게의 二百여 가지 글 중에 조선글갓치 아름답고 편리하게 된 것은 다시업다』고ᄭᅡ지 말한 일이 잇슴니다.  우리 조선글은 이럿게 세게의 읏듬되는 가장 조흔 글을 가젓스니 이 얼마나 자랑스러운 일이겟슴닛가?,Arabic,"بالتأكيد، الهانغول ليس الجوهر الوحيد الذي نفتخر به في كوريا، ومع ذلك، فإنّ الأجانب يتبجحون به قبلنا حين نخوض في حوار عنه. فمثلاً، مرّة أجاد أحدهم قائلا: ""من بين أكثر من مئتي ابجدية معروفة في العالم، ما من نظام كتابةٍ آخر، يتمتع بالجمال واليسر كالهانغول"". يا له من فخرعظيم يمكننا التباهي به كوننا نمتلك أحد أفضل الكتابات في العالم."
French,우리 조선 사람이 세게에 자랑할 것이 만흔 가운데에도 더욱 글 자랑 가튼 것은 우리가 자랑하기 전에 외국 사람이 먼저 항복하는 것임니다. 그리하야 엇던 외국 사람은 『이 세게의 二百여 가지 글 중에 조선글갓치 아름답고 편리하게 된 것은 다시업다』고ᄭᅡ지 말한 일이 잇슴니다.  우리 조선글은 이럿게 세게의 읏듬되는 가장 조흔 글을 가젓스니 이 얼마나 자랑스러운 일이겟슴닛가?,Chinese (Simplified),我们朝鲜人有很多值得向全世界炫耀的东西，其中，文字更是在我们还没有开始炫耀之前，外国人就已先行叹服。甚至有个外国人说，“这个世界上的两百多种文字中，再也没有比韩文更优美、更方便的文字了”。我们拥有这个世界上最优秀的文字，这是一件多么值得自豪的事啊！
French,우리 조선 사람이 세게에 자랑할 것이 만흔 가운데에도 더욱 글 자랑 가튼 것은 우리가 자랑하기 전에 외국 사람이 먼저 항복하는 것임니다. 그리하야 엇던 외국 사람은 『이 세게의 二百여 가지 글 중에 조선글갓치 아름답고 편리하게 된 것은 다시업다』고ᄭᅡ지 말한 일이 잇슴니다.  우리 조선글은 이럿게 세게의 읏듬되는 가장 조흔 글을 가젓스니 이 얼마나 자랑스러운 일이겟슴닛가?,English,"Of course, Hangul is not the only thing we can boast about Korea, but speaking of Hangul, foreigners recognize that before we do so. For instance, one foreigner once said, ""There are no other writing systems in more than two hundred writing systems throughout the world that are both beautiful and easy to use than Hangul."" What great pride we can boast about having the best writing system in the world!"
