src_code,src_content,dst_code,dst_content
French,우리 조선 사람이 세게에 자랑할 것이 만흔 가운데에도 더욱 글 자랑 가튼 것은 우리가 자랑하기 전에 외국 사람이 먼저 항복하는 것임니다. 그리하야 엇던 외국 사람은 『이 세게의 二百여 가지 글 중에 조선글갓치 아름답고 편리하게 된 것은 다시업다』고ᄭᅡ지 말한 일이 잇슴니다.  우리 조선글은 이럿게 세게의 읏듬되는 가장 조흔 글을 가젓스니 이 얼마나 자랑스러운 일이겟슴닛가?,Indonesian,"Orang Joseon memiliki banyak hal untuk dibanggakan di dunia, tetapi orang asing telah membanggakan huruf kita terlebih dahulu sebelum kita dapat membanggakannya. Oleh karena itu, seorang asing bahkan berkata, ""Dari sekitar dua ratus huruf di dunia, tidak ada yang seindah dan senyaman Hangeul."" Betapa bangganya kita memiliki tulisan terhebat dan terbaik di dunia."
French,우리 조선 사람이 세게에 자랑할 것이 만흔 가운데에도 더욱 글 자랑 가튼 것은 우리가 자랑하기 전에 외국 사람이 먼저 항복하는 것임니다. 그리하야 엇던 외국 사람은 『이 세게의 二百여 가지 글 중에 조선글갓치 아름답고 편리하게 된 것은 다시업다』고ᄭᅡ지 말한 일이 잇슴니다.  우리 조선글은 이럿게 세게의 읏듬되는 가장 조흔 글을 가젓스니 이 얼마나 자랑스러운 일이겟슴닛가?,Japanese,我々朝鮮の人々は世界に誇れるものをたくさん持っていますが、その中でも文字の自慢となると、我々が自慢するも前に外国の人が先に頭を下げてしまうのです。それで、ある外国の人が、「この世界の200余りの文字のうち、ハングルほど美しく便利なものはない」とまで言ったことがあります。我々は、このように世界で最も優秀な文字を持っているのですから、どれほど誇らしいことでしょう。
French,우리 조선 사람이 세게에 자랑할 것이 만흔 가운데에도 더욱 글 자랑 가튼 것은 우리가 자랑하기 전에 외국 사람이 먼저 항복하는 것임니다. 그리하야 엇던 외국 사람은 『이 세게의 二百여 가지 글 중에 조선글갓치 아름답고 편리하게 된 것은 다시업다』고ᄭᅡ지 말한 일이 잇슴니다.  우리 조선글은 이럿게 세게의 읏듬되는 가장 조흔 글을 가젓스니 이 얼마나 자랑스러운 일이겟슴닛가?,Spanish,"Claro, el hangul no es lo único de lo que podemos presumir de Corea, sino que al hablar del hangul, los extranjeros lo reconocen antes que nosotros. Por ejemplo, un extranjero dijo: «No existe otro sistema de escritura, entre los más de doscientos que existen en el mundo, que sea hermoso y fácil de usar como el hangul». ¡Qué orgullo poder presumir de tener el mejor sistema de escritura del mundo!"
French,이럿케 우리 조선글은 소리의 낫낫을 형용形容할 수 잇고 일본글은 소리를 덩어리 곳 범벅으로 내게 된 ᄭᅡ닭에 조선글로는 이 세게 어느 나라 말이고 곳 적어서 형용하지 못할 것이 업스되 일본글로는 우리 인류人類전체의 말을 적기에는 대단히 거북함니다.,Korean,이렇게 우리 한글은 소리의 낱낱을 형용할 수 있고 일본글은 소리를 덩어리 곧 범벅으로 내게 된 까닭에 한글로는 이 세계 어느 나라 말이고 곧 적어서 형용하지 못한 것이 없으되 일본글로는 우리 인류 전체의 말을 적기에는 대단히 불편합니다.
French,이럿케 우리 조선글은 소리의 낫낫을 형용形容할 수 잇고 일본글은 소리를 덩어리 곳 범벅으로 내게 된 ᄭᅡ닭에 조선글로는 이 세게 어느 나라 말이고 곳 적어서 형용하지 못할 것이 업스되 일본글로는 우리 인류人類전체의 말을 적기에는 대단히 거북함니다.,Arabic,نظرًا لأن الهانغل تتستخدمُ معظم مخارج النطق الصوتية، فلا توجد أي لغة في العالم لا يمكن كتابتها بالأبجدية الكورية، على عكس الأبجدية اليابانية التي يُصتعصى الأمر أمامها.
French,이럿케 우리 조선글은 소리의 낫낫을 형용形容할 수 잇고 일본글은 소리를 덩어리 곳 범벅으로 내게 된 ᄭᅡ닭에 조선글로는 이 세게 어느 나라 말이고 곳 적어서 형용하지 못할 것이 업스되 일본글로는 우리 인류人類전체의 말을 적기에는 대단히 거북함니다.,Chinese (Simplified),像这样，我们的韩文可以形容声音的每一个细节，日文则会混乱成团地发出声音。所以，这个世界上所有国家的语言，都能使用韩文书写形容，但用日文书写全人类的语言就会有诸多不便。
French,이럿케 우리 조선글은 소리의 낫낫을 형용形容할 수 잇고 일본글은 소리를 덩어리 곳 범벅으로 내게 된 ᄭᅡ닭에 조선글로는 이 세게 어느 나라 말이고 곳 적어서 형용하지 못할 것이 업스되 일본글로는 우리 인류人類전체의 말을 적기에는 대단히 거북함니다.,English,"Since Hangul expresses each sound while the Japanese writing system does it as a chunk of sounds, there is not any language across the world that cannot be described in Hangul, but it is very inconvenient to do so in the Japanese writing system."
French,이럿케 우리 조선글은 소리의 낫낫을 형용形容할 수 잇고 일본글은 소리를 덩어리 곳 범벅으로 내게 된 ᄭᅡ닭에 조선글로는 이 세게 어느 나라 말이고 곳 적어서 형용하지 못할 것이 업스되 일본글로는 우리 인류人類전체의 말을 적기에는 대단히 거북함니다.,Indonesian,"Hangeul dapat menggambarkan setiap suara seperti ini, sementara huruf Jepang menghasilkan suara yang menggumpal. Tidak ada bahasa negara mana pun di dunia yang tidak ada yang tidak dapat ditulis atau diekspresikan dengan Hangeul. Oleh karena itu, sangat merepotkan untuk menuliskan kata-kata dari seluruh umat manusia dalam huruf Jepang."
French,이럿케 우리 조선글은 소리의 낫낫을 형용形容할 수 잇고 일본글은 소리를 덩어리 곳 범벅으로 내게 된 ᄭᅡ닭에 조선글로는 이 세게 어느 나라 말이고 곳 적어서 형용하지 못할 것이 업스되 일본글로는 우리 인류人類전체의 말을 적기에는 대단히 거북함니다.,Japanese,このように、我々が使うハングルは、音の一つひとつを形容することができる一方、日本語の文字は、音を塊として発音するようになっています。したがって、ハングルでは世界中のどの国の言葉であっても書き留めて形容できるのですが、日本語の文字は我々人類全体の言葉を書き留めるには非常に不便です。
French,이럿케 우리 조선글은 소리의 낫낫을 형용形容할 수 잇고 일본글은 소리를 덩어리 곳 범벅으로 내게 된 ᄭᅡ닭에 조선글로는 이 세게 어느 나라 말이고 곳 적어서 형용하지 못할 것이 업스되 일본글로는 우리 인류人類전체의 말을 적기에는 대단히 거북함니다.,Spanish,"Debido a que el hangul expresa cada sonido mientras que el sistema de escritura japonesa lo hace con un fragmento de sonidos, no existe otro idioma en el mundo que no se pueda describir con hangul, pero sí es muy inconveniente hacerlo con el sistema de escritura japonesa."
French,조선 안의 어린이란 어린이가 해를 배호면서 자라면  조선에는 수업시 만흔 씩씩한 태양이 생겨날 것이니 깃브지 안습닛가,Arabic,عندما يكبر أطفالنا وهم مدركين أسرار أشعة الشمس وقيمتها، سيكون لدينا أطفال أصحاء وحيويين. أليس ذلك بالأمر الرائع!
French,조선 안의 어린이란 어린이가 해를 배호면서 자라면  조선에는 수업시 만흔 씩씩한 태양이 생겨날 것이니 깃브지 안습닛가,Chinese (Simplified),朝鲜儿童一边学习太阳、一边成长，等他们长大，朝鲜就会升起无数的蓬勃太阳，这多么让人开心啊。
French,조선 안의 어린이란 어린이가 해를 배호면서 자라면  조선에는 수업시 만흔 씩씩한 태양이 생겨날 것이니 깃브지 안습닛가,English,"When all children in Korea grow while learning from the sun, we will have many more healthy and lively children. Wouldn't it be wonderful!"
French,조선 안의 어린이란 어린이가 해를 배호면서 자라면  조선에는 수업시 만흔 씩씩한 태양이 생겨날 것이니 깃브지 안습닛가,Indonesian,"Jika anak-anak Joseon tumbuh dengan mempelajari matahari, bukankah kita akan senang karena matahari pemberani yang tak terhitung jumlahnya akan terlahir di Joseon?"
French,조선 안의 어린이란 어린이가 해를 배호면서 자라면  조선에는 수업시 만흔 씩씩한 태양이 생겨날 것이니 깃브지 안습닛가,Japanese,朝鮮中のこどもというこどもが太陽を学びながら育っていけば、朝鮮には無数の元気な太陽が生まれるのでしょうから、嬉しいことではないでしょうか。
French,조선 안의 어린이란 어린이가 해를 배호면서 자라면  조선에는 수업시 만흔 씩씩한 태양이 생겨날 것이니 깃브지 안습닛가,Spanish,"Cuando todos los niños de Corea crezcan mientras aprenden del sol, tendremos muchos más niños saludables y alegres. ¿No sería maravilloso?"
French,조선 안의 어린이란 어린이가 해를 배호면서 자라면  조선에는 수업시 만흔 씩씩한 태양이 생겨날 것이니 깃브지 안습닛가,Korean,선 안의 어린이란 어린이가 해를 배우면서 자라면 조선에는 수없이 많은 씩씩한 태양이 생겨날 것이니 기쁘지 않습니까.
French,표지던지 목차던지 심지어 광고ᄭᅡ지 어린이 책은 모조리 읽고야 놋케 되는 것은 분명히 우리의 혼을 ᄭᅳᆯ어 니르키여내는 ᄭᅡ닭임니다.,Korean,표지든지 목차든지 심지어 광고까지 어린이 책은 모조리 읽고서야 놓게 되는 것은 분명히 우리의 혼을 끌어 일으켜내는 까닭입니다.
French,표지던지 목차던지 심지어 광고ᄭᅡ지 어린이 책은 모조리 읽고야 놋케 되는 것은 분명히 우리의 혼을 ᄭᅳᆯ어 니르키여내는 ᄭᅡ닭임니다.,Arabic,من دون أدنى شك، تُلهم هذه المجلة قلوبنا وتريح أرواحنا، لا يسعني إلا أن أتصفحها من الغلاف إلى الغلاف، بجميع محتوياتها بما في ذلك صفحاتها الإعلانية.
French,표지던지 목차던지 심지어 광고ᄭᅡ지 어린이 책은 모조리 읽고야 놋케 되는 것은 분명히 우리의 혼을 ᄭᅳᆯ어 니르키여내는 ᄭᅡ닭임니다.,Chinese (Simplified),无论是封皮还是目录、甚至于广告，儿童书籍读完才能放下，都是因为它能牵动我们灵魂的缘故。
French,표지던지 목차던지 심지어 광고ᄭᅡ지 어린이 책은 모조리 읽고야 놋케 되는 것은 분명히 우리의 혼을 ᄭᅳᆯ어 니르키여내는 ᄭᅡ닭임니다.,English,"I am sure this magazine truly inspires our hearts and spirit as I cannot ignore reading it from cover to cover, including its every single content and advertisement page."
French,표지던지 목차던지 심지어 광고ᄭᅡ지 어린이 책은 모조리 읽고야 놋케 되는 것은 분명히 우리의 혼을 ᄭᅳᆯ어 니르키여내는 ᄭᅡ닭임니다.,Indonesian,"Fakta bahwa buku anak-anak baru bisa diletakkan setelah dibaca semua, termasuk sampul, daftar isi, bahkan iklannya, jelas karena hal tersebut menarik jiwa kita."
French,표지던지 목차던지 심지어 광고ᄭᅡ지 어린이 책은 모조리 읽고야 놋케 되는 것은 분명히 우리의 혼을 ᄭᅳᆯ어 니르키여내는 ᄭᅡ닭임니다.,Japanese,表紙や目次、さらには広告まで、『こども』は、すべてを読み終わるまで手放すことができないのは、きっとそれが私たちの魂をかき立てているからに違いありません。
French,표지던지 목차던지 심지어 광고ᄭᅡ지 어린이 책은 모조리 읽고야 놋케 되는 것은 분명히 우리의 혼을 ᄭᅳᆯ어 니르키여내는 ᄭᅡ닭임니다.,Spanish,"Tengo la seguridad de que esta revista inspira verdaderamente nuestro corazón y espíritu porque no puedo evitar leerla de principio a fin, incluido cada contenido y página de publicidades."
French,해는 공명정대합니다. 사정에 ᄯᅡ라 변개變改하는 법이 업습니다. 그것을 배호십시다.   우선 오늘브터 아츰마다 해보다 먼저 니러날 것을  결심하십시다. 그리고 해보다 먼저 대문 압헤 나서서  해가 ᄯᅥ오기를 기다려 마지하십시다.  그 씩씩한 아츰 해를 마지한 날처럼  왼종일 상쾌한 날은 업습니다.,Korean,해는 공명정대합니다. 사정에 따라 바꾸어 고치는 법이 없습니다. 그것을 배우십시다. 우선 오늘부터 아침마다 해보다 먼저 일어날 것을 결심하십시다. 그리고 해보다 먼저 대문 앞에 나서서 해가 떠오르기를 기다려 맞이하십시다. 그 씩씩한 아침 해를 맞이한 날처럼 온종일 상쾌한 날은 없습니다.
French,해는 공명정대합니다. 사정에 ᄯᅡ라 변개變改하는 법이 업습니다. 그것을 배호십시다.   우선 오늘브터 아츰마다 해보다 먼저 니러날 것을  결심하십시다. 그리고 해보다 먼저 대문 압헤 나서서  해가 ᄯᅥ오기를 기다려 마지하십시다.  그 씩씩한 아츰 해를 마지한 날처럼  왼종일 상쾌한 날은 업습니다.,Arabic,الشمس منصفة وثابتة. لا تغيرها الظروف مطلقًا. لنتعلّم من تواضعها وحزمها. أولا، لنحسم أمرنا ونستيقظ كل صباح قبل شروقها. ومن ثمّ، دعونا نخرج لنرحّب بأشعتها. لن يكون هناك يوم أفضل من اليوم الذي يستقبل فيه جميع الأطفال ضياؤها.
French,해는 공명정대합니다. 사정에 ᄯᅡ라 변개變改하는 법이 업습니다. 그것을 배호십시다.   우선 오늘브터 아츰마다 해보다 먼저 니러날 것을  결심하십시다. 그리고 해보다 먼저 대문 압헤 나서서  해가 ᄯᅥ오기를 기다려 마지하십시다.  그 씩씩한 아츰 해를 마지한 날처럼  왼종일 상쾌한 날은 업습니다.,Chinese (Simplified),太阳胸怀坦荡。它不会根据情况改变。让我们学习太阳吧。从今天开始每天早晨都比太阳起得早。先一步走到大门前，迎接太阳的升起。迎接蓬勃朝阳的那一天，一整天都无比快活。
French,해는 공명정대합니다. 사정에 ᄯᅡ라 변개變改하는 법이 업습니다. 그것을 배호십시다.   우선 오늘브터 아츰마다 해보다 먼저 니러날 것을  결심하십시다. 그리고 해보다 먼저 대문 압헤 나서서  해가 ᄯᅥ오기를 기다려 마지하십시다.  그 씩씩한 아츰 해를 마지한 날처럼  왼종일 상쾌한 날은 업습니다.,English,"Sun is fair and just. It never changes depending on circumstances. Let us learn from the sun. First, let us make up our minds and wake up earlier than sunrise each morning. Then, let us go out early to welcome the sunrise. There will be no better day than the day when we have all children welcoming the sunrise."
French,해는 공명정대합니다. 사정에 ᄯᅡ라 변개變改하는 법이 업습니다. 그것을 배호십시다.   우선 오늘브터 아츰마다 해보다 먼저 니러날 것을  결심하십시다. 그리고 해보다 먼저 대문 압헤 나서서  해가 ᄯᅥ오기를 기다려 마지하십시다.  그 씩씩한 아츰 해를 마지한 날처럼  왼종일 상쾌한 날은 업습니다.,Indonesian,"Matahari itu jujur dan adil. Ia berubah tergantung pada keadaan dan tak ada cara untuk memperbaikinya. Pelajarilah itu. Pertama, mari kita bertekad untuk bangun sebelum matahari terbit setiap pagi mulai hari ini. Dan mari kita keluar di depan pintu sebelum matahari terbit untuk menunggu matahari terbit. Sepanjang hari, tiada hari yang menyegarkan seperti ketika semangat mentari pagi menyapa."
French,해는 공명정대합니다. 사정에 ᄯᅡ라 변개變改하는 법이 업습니다. 그것을 배호십시다.   우선 오늘브터 아츰마다 해보다 먼저 니러날 것을  결심하십시다. 그리고 해보다 먼저 대문 압헤 나서서  해가 ᄯᅥ오기를 기다려 마지하십시다.  그 씩씩한 아츰 해를 마지한 날처럼  왼종일 상쾌한 날은 업습니다.,Japanese,太陽は公明正大です。自分の都合で入れ替わったりしません。それを学びましょう。 まず、今日から毎朝太陽より先に起きることを決心しましょう。そして太陽より先に門の前に出て、太陽が昇るのを待って迎えましょう。あの逞しい朝日を迎えた日ほど一日中爽快な日はありません。
French,해는 공명정대합니다. 사정에 ᄯᅡ라 변개變改하는 법이 업습니다. 그것을 배호십시다.   우선 오늘브터 아츰마다 해보다 먼저 니러날 것을  결심하십시다. 그리고 해보다 먼저 대문 압헤 나서서  해가 ᄯᅥ오기를 기다려 마지하십시다.  그 씩씩한 아츰 해를 마지한 날처럼  왼종일 상쾌한 날은 업습니다.,Spanish,"El sol es imparcial y justo. Nunca cambia según las circunstancias. Aprendamos del sol. Primero, vamos a decidirnos y a despertarnos más temprano que el amanecer cada mañana. Luego, salgamos temprano para darle la bienvenida al amanecer. No habrá mejor día que el día en que todos los niños le den la bienvenida al amanecer."
French,해는 쉬지 안습니다. 한시 잠시도 쉬지 안코  자긔 갈 길을 것고 잇습니다.,Korean,해는 쉬지 않습니다. 한시 잠시도 쉬지 않고 자기 갈 길을 걷고 있습니다.
French,해는 쉬지 안습니다. 한시 잠시도 쉬지 안코  자긔 갈 길을 것고 잇습니다.,Arabic,الشمس لا تهدأ. إنها تسبحُ في فلكها من دون توقف.
French,해는 쉬지 안습니다. 한시 잠시도 쉬지 안코  자긔 갈 길을 것고 잇습니다.,Chinese (Simplified),太阳不休息。它一刻不停地走着自己的路。
French,해는 쉬지 안습니다. 한시 잠시도 쉬지 안코  자긔 갈 길을 것고 잇습니다.,English,Sun is unceasing. It just keeps on going its way without stopping.
French,해는 쉬지 안습니다. 한시 잠시도 쉬지 안코  자긔 갈 길을 것고 잇습니다.,Indonesian,Matahari tidak pernah beristirahat. Ia berjalan di jalannya sendiri tanpa istirahat.
French,해는 쉬지 안습니다. 한시 잠시도 쉬지 안코  자긔 갈 길을 것고 잇습니다.,Japanese,太陽は休みません。一時も休むことなく自分の道を歩みます。
French,해는 쉬지 안습니다. 한시 잠시도 쉬지 안코  자긔 갈 길을 것고 잇습니다.,Spanish,El sol es incesante. Continúa su camino sin detenerse.
French,해는 언제던지 씩씩합니다. 무섬을 타지 안습니다 겁이 업습니다. 그것을 배호십시다.,Korean,해는 언제든지 씩씩합니다. 무서움을 타지 않습니다. 겁이 없습니다. 그것을 배우십시다.
French,해는 언제던지 씩씩합니다. 무섬을 타지 안습니다 겁이 업습니다. 그것을 배호십시다.,Arabic,الشمس دائماً نشيطة، لا تخاف شيئاً ولا تعرف الخوف. دعونا نتعلم من الشمس.
French,해는 언제던지 씩씩합니다. 무섬을 타지 안습니다 겁이 업습니다. 그것을 배호십시다.,Chinese (Simplified),太阳永远充满活力。它不害怕任何事情，毫无恐惧。让我们向太阳学习。
French,해는 언제던지 씩씩합니다. 무섬을 타지 안습니다 겁이 업습니다. 그것을 배호십시다.,English,Sun is always energetic. It's not afraid of anything. It has no fear. Let us learn from the sun.
French,해는 언제던지 씩씩합니다. 무섬을 타지 안습니다 겁이 업습니다. 그것을 배호십시다.,Indonesian,Matahari selalu penuh energi. Tidak takut dengan apa pun. Tidak ada rasa takut. Mari kita belajar dari matahari.
French,해는 언제던지 씩씩합니다. 무섬을 타지 안습니다 겁이 업습니다. 그것을 배호십시다.,Japanese,太陽は常に元気です。それは恐れを知りません。それは恐怖心がありません。太陽から学びましょう。
French,해는 언제던지 씩씩합니다. 무섬을 타지 안습니다 겁이 업습니다. 그것을 배호십시다.,Spanish,El sol siempre está lleno de energía. No le teme a nada. No tiene miedo. Aprendamos del sol.
French,六號室은 서양 각국과 기타 여러 나라에 작품이니 여긔가 세상 사람의 다 가티 긔대하는 작품 진렬실이다 드러스니ᄭᅡ 아니나 다를가 여긔도 벌서 먼저 들어온 단톄 학생의 한 ᄯᅦ가 잇서서 방뎡환 씨의 설명을 열심으로 듯고 잇고 어느 학교 교원인 듯 십흔 양복 신사들과 녀자들이 련해 손짓을 하면서 가장 열심스럽게 각국 그림을 비교해 보고 잇다,Korean,6호실은 서양 각국과 기타 여러 나라에 작품이니 여기가 세상 사람의 다 같이 기대하는 작품 진열실이다. 들어서니까 아니나 다를까 여기도 벌써 먼저 들어온 단체 학생의 한 떼가 있어서 방정환 씨의 설명을 열심으로 듣고 있고 어느 학교 교원인 듯싶은 양복 신사들과 여자들이 연달아 손짓을 하면서 가장 열심히 각국 그림을 비교해 보고 있다.
French,六號室은 서양 각국과 기타 여러 나라에 작품이니 여긔가 세상 사람의 다 가티 긔대하는 작품 진렬실이다 드러스니ᄭᅡ 아니나 다를가 여긔도 벌서 먼저 들어온 단톄 학생의 한 ᄯᅦ가 잇서서 방뎡환 씨의 설명을 열심으로 듯고 잇고 어느 학교 교원인 듯 십흔 양복 신사들과 녀자들이 련해 손짓을 하면서 가장 열심스럽게 각국 그림을 비교해 보고 잇다,Arabic,المسرح السادس هو عبارة عن صالة عرضٍ تُعرض بها جميع الأعمال الفنية من مختلف البلدان الغربية والأقطار الأخرى، وهو ما كان العالم بأسره ينتظره بلهفة وشوق. فبمجرد أن عَبَرْتُ عتبةَ الصالةِ، وجدتُ الطلابَ وقدْ انتشروا فيها، مَستَمعين بشغفٍ بشروحات السيد بانغ جونج هوان، وكذلك العديد من الرجال والنساء، الذين بدوا وكأنّهم معلمين، كانوا يتناقشون بحماسٍ مُقارنين بينَ القطع الفنية الراقيةِ لكلّ بلد.
French,六號室은 서양 각국과 기타 여러 나라에 작품이니 여긔가 세상 사람의 다 가티 긔대하는 작품 진렬실이다 드러스니ᄭᅡ 아니나 다를가 여긔도 벌서 먼저 들어온 단톄 학생의 한 ᄯᅦ가 잇서서 방뎡환 씨의 설명을 열심으로 듯고 잇고 어느 학교 교원인 듯 십흔 양복 신사들과 녀자들이 련해 손짓을 하면서 가장 열심스럽게 각국 그림을 비교해 보고 잇다,Chinese (Simplified),6号室展示了西方各国和其他多个国家的作品，这里是世界人民共同期待的作品陈列室。走进展室后，果不其然，这里也有早就进来的学生团体，他们正在认真地听取关于方定焕先生的介绍，像是某校教员的西装绅士和女士们不断比着手势，正在无比认真地比较各国的画作。
French,六號室은 서양 각국과 기타 여러 나라에 작품이니 여긔가 세상 사람의 다 가티 긔대하는 작품 진렬실이다 드러스니ᄭᅡ 아니나 다를가 여긔도 벌서 먼저 들어온 단톄 학생의 한 ᄯᅦ가 잇서서 방뎡환 씨의 설명을 열심으로 듯고 잇고 어느 학교 교원인 듯 십흔 양복 신사들과 녀자들이 련해 손짓을 하면서 가장 열심스럽게 각국 그림을 비교해 보고 잇다,English,"The 6th Theater is a showroom of all the works from various Western countries and other parts of the world that all people have been waiting for. Walking in, the theater was already occupied by a group of students eagerly listening to Mr. Bang Jung Hwan's explanation, and by many men and women, who appeared to be teachers, most enthusiastically comparing the artworks from each country."
French,六號室은 서양 각국과 기타 여러 나라에 작품이니 여긔가 세상 사람의 다 가티 긔대하는 작품 진렬실이다 드러스니ᄭᅡ 아니나 다를가 여긔도 벌서 먼저 들어온 단톄 학생의 한 ᄯᅦ가 잇서서 방뎡환 씨의 설명을 열심으로 듯고 잇고 어느 학교 교원인 듯 십흔 양복 신사들과 녀자들이 련해 손짓을 하면서 가장 열심스럽게 각국 그림을 비교해 보고 잇다,Indonesian,"Ruang 6 adalah pameran karya dari negara-negara Barat dan banyak negara lainnya. Ruang pameran inilah yang dinanti-nantikan oleh orang-orang di seluruh dunia. Saat memasukinya, ada sekelompok siswa yang sudah terlebih dahulu masuk ke sini. Dengan penuh semangat, mereka mendengarkan penjelasan Bang Jeong-hwan. Laki-laki dan wanita berjas yang tampaknya adalah guru sekolah memberi isyarat satu demi satu dan membandingkan lukisan dari setiap negara dengan teliti."
French,六號室은 서양 각국과 기타 여러 나라에 작품이니 여긔가 세상 사람의 다 가티 긔대하는 작품 진렬실이다 드러스니ᄭᅡ 아니나 다를가 여긔도 벌서 먼저 들어온 단톄 학생의 한 ᄯᅦ가 잇서서 방뎡환 씨의 설명을 열심으로 듯고 잇고 어느 학교 교원인 듯 십흔 양복 신사들과 녀자들이 련해 손짓을 하면서 가장 열심스럽게 각국 그림을 비교해 보고 잇다,Japanese,6号室は、欧米諸国をはじめ、その他の世界各国の作品があり、ここが世界中の誰もが期待する作品陳列室である。入ってみると案の定、ここにもすでに先に入ってきた学生の団体がいて、パン・ジョンファン氏の説明を熱心に聞いており、どこかの学校の教員と思われる背広姿の紳士と女性たちが相次いで手振りをしながら、最も熱心に各国の絵を比較している。
French,六號室은 서양 각국과 기타 여러 나라에 작품이니 여긔가 세상 사람의 다 가티 긔대하는 작품 진렬실이다 드러스니ᄭᅡ 아니나 다를가 여긔도 벌서 먼저 들어온 단톄 학생의 한 ᄯᅦ가 잇서서 방뎡환 씨의 설명을 열심으로 듯고 잇고 어느 학교 교원인 듯 십흔 양복 신사들과 녀자들이 련해 손짓을 하면서 가장 열심스럽게 각국 그림을 비교해 보고 잇다,Spanish,"El Sexto Teatro es una sala de exposición de todas las obras de diferentes países occidentales y de otras partes del mundo que todas las personas han estado esperando. Al entrar, el teatro ya estaba ocupado por un grupo de estudiantes que escuchaban con ganas la explicación del Sr. Bang Jung Hwan, y también ocupado por muchos hombres y mujeres, que parecían ser maestros, y comparaban con entusiasmo las obras de arte de cada país."
